INCOME_CATEGORY,PREVIOUS_INCOME_VALUE,CURRENT_INCOME_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Fitimi/(humbja) para tatimit,106,15,2019-09-30,zba_is_31.12.2019.pdf,14,9,INCOME_STATEMENT
Fitimi/(humbja) neto,106,15,2019-09-30,zba_is_31.12.2019.pdf,16,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,106,15,2019-09-30,zba_is_31.12.2019.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,1959,2579,2019-12-31,zba_is_31.12.2019.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,556,779,2019-12-31,zba_is_31.12.2019.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1403,1800,2019-12-31,zba_is_31.12.2019.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,63,188,2019-12-31,zba_is_31.12.2019.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,110,154,2019-12-31,zba_is_31.12.2019.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,47,34,2019-12-31,zba_is_31.12.2019.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,5,8,2019-12-31,zba_is_31.12.2019.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2019-12-31,zba_is_31.12.2019.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1168,1620,2019-12-31,zba_is_31.12.2019.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,193,221,2019-12-31,zba_is_31.12.2019.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,178,219,2019-12-31,zba_is_31.12.2019.pdf,12,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,15,10,2019-12-31,zba_is_31.12.2019.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,4,2019-12-31,zba_is_31.12.2019.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,15,14,2019-12-31,zba_is_31.12.2019.pdf,16,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,15,14,2019-12-31,zba_is_31.12.2019.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,2579,744,2020-03-31,zba_is_31.12.2020.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,779,220,2020-03-31,zba_is_31.12.2020.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1800,524,2020-03-31,zba_is_31.12.2020.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,188,239,2020-03-31,zba_is_31.12.2020.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,154,37,2020-03-31,zba_is_31.12.2020.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,34,202,2020-03-31,zba_is_31.12.2020.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,8,2,2020-03-31,zba_is_31.12.2020.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,2,2020-03-31,zba_is_31.12.2020.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1620,413,2020-03-31,zba_is_31.12.2020.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,221,317,2020-03-31,zba_is_31.12.2020.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,219,44,2020-03-31,zba_is_31.12.2020.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,8,7,2020-03-31,zba_is_31.12.2020.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,10,368,2020-03-31,zba_is_31.12.2020.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,4,0,2020-03-31,zba_is_31.12.2020.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,14,368,2020-03-31,zba_is_31.12.2020.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2020-03-31,zba_is_31.12.2020.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,14,368,2020-03-31,zba_is_31.12.2020.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,744,1559,2020-06-30,zba_is_31.12.2020.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,220,506,2020-06-30,zba_is_31.12.2020.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,524,1053,2020-06-30,zba_is_31.12.2020.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,239,368,2020-06-30,zba_is_31.12.2020.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,37,81,2020-06-30,zba_is_31.12.2020.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,202,287,2020-06-30,zba_is_31.12.2020.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,2,7,2020-06-30,zba_is_31.12.2020.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,2,2,2020-06-30,zba_is_31.12.2020.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,413,823,2020-06-30,zba_is_31.12.2020.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,317,525,2020-06-30,zba_is_31.12.2020.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,44,57,2020-06-30,zba_is_31.12.2020.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,7,3,2020-06-30,zba_is_31.12.2020.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,368,466,2020-06-30,zba_is_31.12.2020.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2020-06-30,zba_is_31.12.2020.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,368,466,2020-06-30,zba_is_31.12.2020.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2020-06-30,zba_is_31.12.2020.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,368,466,2020-06-30,zba_is_31.12.2020.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,1559,2441,2020-09-30,zba_is_31.12.2020.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,506,789,2020-09-30,zba_is_31.12.2020.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1053,1652,2020-09-30,zba_is_31.12.2020.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,368,492,2020-09-30,zba_is_31.12.2020.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,81,118,2020-09-30,zba_is_31.12.2020.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,287,375,2020-09-30,zba_is_31.12.2020.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,7,10,2020-09-30,zba_is_31.12.2020.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,2,2,2020-09-30,zba_is_31.12.2020.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,823,1229,2020-09-30,zba_is_31.12.2020.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,525,809,2020-09-30,zba_is_31.12.2020.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,57,53,2020-09-30,zba_is_31.12.2020.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,3,1,2020-09-30,zba_is_31.12.2020.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,466,758,2020-09-30,zba_is_31.12.2020.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2020-09-30,zba_is_31.12.2020.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,466,758,2020-09-30,zba_is_31.12.2020.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2020-09-30,zba_is_31.12.2020.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,466,758,2020-09-30,zba_is_31.12.2020.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,2441,3371,2020-12-31,zba_is_31.12.2020.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,789,1080,2020-12-31,zba_is_31.12.2020.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1652,2291,2020-12-31,zba_is_31.12.2020.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,492,609,2020-12-31,zba_is_31.12.2020.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,118,145,2020-12-31,zba_is_31.12.2020.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,375,464,2020-12-31,zba_is_31.12.2020.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,10,13,2020-12-31,zba_is_31.12.2020.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,2,2,2020-12-31,zba_is_31.12.2020.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1229,1634,2020-12-31,zba_is_31.12.2020.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,809,1135,2020-12-31,zba_is_31.12.2020.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,53,114,2020-12-31,zba_is_31.12.2020.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,1,3,2020-12-31,zba_is_31.12.2020.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,758,1018,2020-12-31,zba_is_31.12.2020.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2020-12-31,zba_is_31.12.2020.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,758,1018,2020-12-31,zba_is_31.12.2020.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2020-12-31,zba_is_31.12.2020.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,758,1018,2020-12-31,zba_is_31.12.2020.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,3371,1201,2021-03-31,zba_is_31.12.2021.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1080,305,2021-03-31,zba_is_31.12.2021.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2291,896,2021-03-31,zba_is_31.12.2021.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,609,124,2021-03-31,zba_is_31.12.2021.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,145,39,2021-03-31,zba_is_31.12.2021.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,464,85,2021-03-31,zba_is_31.12.2021.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,13,1,2021-03-31,zba_is_31.12.2021.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2021-03-31,zba_is_31.12.2021.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1614,446,2021-03-31,zba_is_31.12.2021.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1153,533,2021-03-31,zba_is_31.12.2021.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,39,351,2021-03-31,zba_is_31.12.2021.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,0,4,2021-03-31,zba_is_31.12.2021.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,1114,178,2021-03-31,zba_is_31.12.2021.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2021-03-31,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,124,0,2021-03-31,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,990,178,2021-03-31,zba_is_31.12.2021.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,3,0,2021-03-31,zba_is_31.12.2021.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,993,178,2021-03-31,zba_is_31.12.2021.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,1201,2272,2021-06-30,zba_is_31.12.2021.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,305,634,2021-06-30,zba_is_31.12.2021.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,896,1638,2021-06-30,zba_is_31.12.2021.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,124,254,2021-06-30,zba_is_31.12.2021.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,39,79,2021-06-30,zba_is_31.12.2021.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,85,175,2021-06-30,zba_is_31.12.2021.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,1,3,2021-06-30,zba_is_31.12.2021.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2021-06-30,zba_is_31.12.2021.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,446,871,2021-06-30,zba_is_31.12.2021.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,533,945,2021-06-30,zba_is_31.12.2021.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,351,630,2021-06-30,zba_is_31.12.2021.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,4,17,2021-06-30,zba_is_31.12.2021.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,178,299,2021-06-30,zba_is_31.12.2021.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2021-06-30,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2021-06-30,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,178,299,2021-06-30,zba_is_31.12.2021.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2021-06-30,zba_is_31.12.2021.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,178,299,2021-06-30,zba_is_31.12.2021.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,2272,3230,2021-09-30,zba_is_31.12.2021.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,634,1012,2021-09-30,zba_is_31.12.2021.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1638,2218,2021-09-30,zba_is_31.12.2021.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,254,391,2021-09-30,zba_is_31.12.2021.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,79,122,2021-09-30,zba_is_31.12.2021.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,175,269,2021-09-30,zba_is_31.12.2021.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,3,6,2021-09-30,zba_is_31.12.2021.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2021-09-30,zba_is_31.12.2021.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,871,1358,2021-09-30,zba_is_31.12.2021.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,945,1135,2021-09-30,zba_is_31.12.2021.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,630,770,2021-09-30,zba_is_31.12.2021.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,17,8,2021-09-30,zba_is_31.12.2021.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,299,357,2021-09-30,zba_is_31.12.2021.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2021-09-30,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2021-09-30,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,299,357,2021-09-30,zba_is_31.12.2021.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2021-09-30,zba_is_31.12.2021.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,299,357,2021-09-30,zba_is_31.12.2021.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,3230,4231,2021-12-31,zba_is_31.12.2021.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1012,1289,2021-12-31,zba_is_31.12.2021.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2218,2942,2021-12-31,zba_is_31.12.2021.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,391,522,2021-12-31,zba_is_31.12.2021.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,122,167,2021-12-31,zba_is_31.12.2021.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,269,356,2021-12-31,zba_is_31.12.2021.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,6,13,2021-12-31,zba_is_31.12.2021.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2021-12-31,zba_is_31.12.2021.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1358,1784,2021-12-31,zba_is_31.12.2021.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1135,1526,2021-12-31,zba_is_31.12.2021.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,770,854,2021-12-31,zba_is_31.12.2021.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,8,0,2021-12-31,zba_is_31.12.2021.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,357,672,2021-12-31,zba_is_31.12.2021.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,107,2021-12-31,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2021-12-31,zba_is_31.12.2021.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,357,565,2021-12-31,zba_is_31.12.2021.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2021-12-31,zba_is_31.12.2021.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,357,565,2021-12-31,zba_is_31.12.2021.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,4231,1127,2022-03-31,zba_is_31.12.2022.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1289,334,2022-03-31,zba_is_31.12.2022.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2942,792,2022-03-31,zba_is_31.12.2022.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,522,121,2022-03-31,zba_is_31.12.2022.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,167,41,2022-03-31,zba_is_31.12.2022.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,356,80,2022-03-31,zba_is_31.12.2022.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,13,3,2022-03-31,zba_is_31.12.2022.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2022-03-31,zba_is_31.12.2022.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1784,285,2022-03-31,zba_is_31.12.2022.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1526,591,2022-03-31,zba_is_31.12.2022.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,854,268,2022-03-31,zba_is_31.12.2022.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,0,0,2022-03-31,zba_is_31.12.2022.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,672,323,2022-03-31,zba_is_31.12.2022.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,107,0,2022-03-31,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,2,2022-03-31,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,565,321,2022-03-31,zba_is_31.12.2022.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2022-03-31,zba_is_31.12.2022.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,565,321,2022-03-31,zba_is_31.12.2022.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,1127,2386,2022-06-30,zba_is_31.12.2022.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,334,693,2022-06-30,zba_is_31.12.2022.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,792,1692,2022-06-30,zba_is_31.12.2022.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,121,277,2022-06-30,zba_is_31.12.2022.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,41,83,2022-06-30,zba_is_31.12.2022.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,80,194,2022-06-30,zba_is_31.12.2022.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,3,9,2022-06-30,zba_is_31.12.2022.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2022-06-30,zba_is_31.12.2022.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,285,765,2022-06-30,zba_is_31.12.2022.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,591,1131,2022-06-30,zba_is_31.12.2022.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,268,582,2022-06-30,zba_is_31.12.2022.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,2,3,2022-06-30,zba_is_31.12.2022.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,321,546,2022-06-30,zba_is_31.12.2022.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,37,2022-06-30,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2022-06-30,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,321,509,2022-06-30,zba_is_31.12.2022.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2022-06-30,zba_is_31.12.2022.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,321,509,2022-06-30,zba_is_31.12.2022.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,2386,3819,2022-09-30,zba_is_31.12.2022.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,693,1130,2022-09-30,zba_is_31.12.2022.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1692,2689,2022-09-30,zba_is_31.12.2022.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,277,405,2022-09-30,zba_is_31.12.2022.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,83,136,2022-09-30,zba_is_31.12.2022.pdf,5,9,INCOME_STATEMENT
