INCOME_CATEGORY,PREVIOUS_INCOME_VALUE,CURRENT_INCOME_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Neto të hyrat nga tarifat dhe komisionet,194,269,2022-09-30,zba_is_31.12.2022.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,9,16,2022-09-30,zba_is_31.12.2022.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2022-09-30,zba_is_31.12.2022.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,765,1271,2022-09-30,zba_is_31.12.2022.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1131,1702,2022-09-30,zba_is_31.12.2022.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,582,1254,2022-09-30,zba_is_31.12.2022.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,3,4,2022-09-30,zba_is_31.12.2022.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,546,445,2022-09-30,zba_is_31.12.2022.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,37,56,2022-09-30,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2022-09-30,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,509,389,2022-09-30,zba_is_31.12.2022.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2022-09-30,zba_is_31.12.2022.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,509,389,2022-09-30,zba_is_31.12.2022.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,3819,5505,2022-12-31,zba_is_31.12.2022.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1130,1760,2022-12-31,zba_is_31.12.2022.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2689,3745,2022-12-31,zba_is_31.12.2022.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,405,463,2022-12-31,zba_is_31.12.2022.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,136,190,2022-12-31,zba_is_31.12.2022.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,269,273,2022-12-31,zba_is_31.12.2022.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,16,20,2022-12-31,zba_is_31.12.2022.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2022-12-31,zba_is_31.12.2022.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1271,2125,2022-12-31,zba_is_31.12.2022.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1702,1912,2022-12-31,zba_is_31.12.2022.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,1254,1091,2022-12-31,zba_is_31.12.2022.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,4,65,2022-12-31,zba_is_31.12.2022.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,445,887,2022-12-31,zba_is_31.12.2022.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,56,152,2022-12-31,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2022-12-31,zba_is_31.12.2022.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,389,734,2022-12-31,zba_is_31.12.2022.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2022-12-31,zba_is_31.12.2022.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,389,734,2022-12-31,zba_is_31.12.2022.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,5212,1768,2023-03-31,zba_is_31.12.2023.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1466,543,2023-03-31,zba_is_31.12.2023.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,3745,1225,2023-03-31,zba_is_31.12.2023.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,463,56,2023-03-31,zba_is_31.12.2023.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,190,59,2023-03-31,zba_is_31.12.2023.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,273,4,2023-03-31,zba_is_31.12.2023.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,20,1,2023-03-31,zba_is_31.12.2023.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2023-03-31,zba_is_31.12.2023.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,2035,568,2023-03-31,zba_is_31.12.2023.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,2002,654,2023-03-31,zba_is_31.12.2023.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,1091,260,2023-03-31,zba_is_31.12.2023.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,44,33,2023-03-31,zba_is_31.12.2023.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,868,427,2023-03-31,zba_is_31.12.2023.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,144,17,2023-03-31,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2023-03-31,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,724,410,2023-03-31,zba_is_31.12.2023.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2023-03-31,zba_is_31.12.2023.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,724,410,2023-03-31,zba_is_31.12.2023.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,1768,3381,2023-06-30,zba_is_31.12.2023.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,543,1039,2023-06-30,zba_is_31.12.2023.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1225,2343,2023-06-30,zba_is_31.12.2023.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,56,105,2023-06-30,zba_is_31.12.2023.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,59,108,2023-06-30,zba_is_31.12.2023.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,4,3,2023-06-30,zba_is_31.12.2023.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,1,3,2023-06-30,zba_is_31.12.2023.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,0,2023-06-30,zba_is_31.12.2023.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,568,1170,2023-06-30,zba_is_31.12.2023.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,654,1174,2023-06-30,zba_is_31.12.2023.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,260,574,2023-06-30,zba_is_31.12.2023.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,33,55,2023-06-30,zba_is_31.12.2023.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,427,654,2023-06-30,zba_is_31.12.2023.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,17,79,2023-06-30,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2023-06-30,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,410,575,2023-06-30,zba_is_31.12.2023.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2023-06-30,zba_is_31.12.2023.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,410,575,2023-06-30,zba_is_31.12.2023.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,3381,5088,2023-09-30,zba_is_31.12.2023.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1039,1611,2023-09-30,zba_is_31.12.2023.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2343,3477,2023-09-30,zba_is_31.12.2023.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,105,155,2023-09-30,zba_is_31.12.2023.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,108,160,2023-09-30,zba_is_31.12.2023.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,3,5,2023-09-30,zba_is_31.12.2023.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,3,7,2023-09-30,zba_is_31.12.2023.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,0,1,2023-09-30,zba_is_31.12.2023.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1170,1779,2023-09-30,zba_is_31.12.2023.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1174,1701,2023-09-30,zba_is_31.12.2023.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,574,937,2023-09-30,zba_is_31.12.2023.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,55,37,2023-09-30,zba_is_31.12.2023.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,654,801,2023-09-30,zba_is_31.12.2023.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,79,119,2023-09-30,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2023-09-30,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,575,682,2023-09-30,zba_is_31.12.2023.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2023-09-30,zba_is_31.12.2023.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,575,682,2023-09-30,zba_is_31.12.2023.pdf,19,9,INCOME_STATEMENT
Të hyrat nga interesi,5088,6850,2023-12-31,zba_is_31.12.2023.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1611,2302,2023-12-31,zba_is_31.12.2023.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,3477,4549,2023-12-31,zba_is_31.12.2023.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,155,275,2023-12-31,zba_is_31.12.2023.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,160,214,2023-12-31,zba_is_31.12.2023.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,5,61,2023-12-31,zba_is_31.12.2023.pdf,6,9,INCOME_STATEMENT
Neto të hyrat nga tregtimi,7,17,2023-12-31,zba_is_31.12.2023.pdf,7,9,INCOME_STATEMENT
Neto të hyrat nga instrumentet tjera financiare,1,1,2023-12-31,zba_is_31.12.2023.pdf,8,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1779,2426,2023-12-31,zba_is_31.12.2023.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1701,2201,2023-12-31,zba_is_31.12.2023.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,937,4467,2023-12-31,zba_is_31.12.2023.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,37,4,2023-12-31,zba_is_31.12.2023.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,801,2270,2023-12-31,zba_is_31.12.2023.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,119,146,2023-12-31,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2023-12-31,zba_is_31.12.2023.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,682,2416,2023-12-31,zba_is_31.12.2023.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2023-12-31,zba_is_31.12.2023.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,682,2416,2023-12-31,zba_is_31.12.2023.pdf,19,9,INCOME_STATEMENT
Shpenzimet e interesit,0,2125,2024-03-31,zba_is_31.12.2024.pdf,2,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,0,181,2024-03-31,zba_is_31.12.2024.pdf,5,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,0,1674,2024-03-31,zba_is_31.12.2024.pdf,9,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,0,523,2024-03-31,zba_is_31.12.2024.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,0,74,2024-03-31,zba_is_31.12.2024.pdf,13,9,INCOME_STATEMENT
Shpenzimet e interesit,0,1318,2024-06-30,zba_is_31.12.2024.pdf,2,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,0,115,2024-06-30,zba_is_31.12.2024.pdf,5,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,0,1601,2024-06-30,zba_is_31.12.2024.pdf,9,9,INCOME_STATEMENT
Provizionet tjera,0,36,2024-06-30,zba_is_31.12.2024.pdf,13,9,INCOME_STATEMENT
Shpenzimet e interesit,0,648,2024-09-30,zba_is_31.12.2024.pdf,2,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,0,62,2024-09-30,zba_is_31.12.2024.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,0,3,2024-09-30,zba_is_31.12.2024.pdf,6,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,0,819,2024-09-30,zba_is_31.12.2024.pdf,9,9,INCOME_STATEMENT
Provizionet tjera,0,5,2024-09-30,zba_is_31.12.2024.pdf,13,9,INCOME_STATEMENT
Të hyrat nga interesi,6583,1568,2024-12-31,zba_is_31.12.2024.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,2111,648,2024-12-31,zba_is_31.12.2024.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,4472,920,2024-12-31,zba_is_31.12.2024.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,349,60,2024-12-31,zba_is_31.12.2024.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,214,62,2024-12-31,zba_is_31.12.2024.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,134,3,2024-12-31,zba_is_31.12.2024.pdf,6,9,INCOME_STATEMENT
Neto të hyrat tjera,79,6,2024-12-31,zba_is_31.12.2024.pdf,80,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,2563,819,2024-12-31,zba_is_31.12.2024.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,2123,105,2024-12-31,zba_is_31.12.2024.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,4171,184,2024-12-31,zba_is_31.12.2024.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,5,5,2024-12-31,zba_is_31.12.2024.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,2053,284,2024-12-31,zba_is_31.12.2024.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2024-12-31,zba_is_31.12.2024.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,94,0,2024-12-31,zba_is_31.12.2024.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,1959,284,2024-12-31,zba_is_31.12.2024.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2024-12-31,zba_is_31.12.2024.pdf,17,9,INCOME_STATEMENT
Pasqyra e të ardhurave me: 31.12.2025,0,0,2025-03-31,zba_is_31.12.2025.pdf,,9,INCOME_STATEMENT
Të hyrat nga interesi,6164,8007,2025-03-31,zba_is_31.12.2025.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,2643,3489,2025-03-31,zba_is_31.12.2025.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,3521,4518,2025-03-31,zba_is_31.12.2025.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,329,451,2025-03-31,zba_is_31.12.2025.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,348,591,2025-03-31,zba_is_31.12.2025.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,19,139,2025-03-31,zba_is_31.12.2025.pdf,6,9,INCOME_STATEMENT
Neto të hyrat tjera,65,159,2025-03-31,zba_is_31.12.2025.pdf,80,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,2605,3764,2025-03-31,zba_is_31.12.2025.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,962,773,2025-03-31,zba_is_31.12.2025.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,2001,3261,2025-03-31,zba_is_31.12.2025.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,76,437,2025-03-31,zba_is_31.12.2025.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,962,2051,2025-03-31,zba_is_31.12.2025.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2025-03-31,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2025-03-31,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,962,2051,2025-03-31,zba_is_31.12.2025.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2025-03-31,zba_is_31.12.2025.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,962,2051,2025-03-31,zba_is_31.12.2025.pdf,19,9,INCOME_STATEMENT
Pasqyra e të ardhurave me: 30.09.2025,0,0,2025-06-30,zba_is_31.12.2025.pdf,,9,INCOME_STATEMENT
Të hyrat nga interesi,4200,6164,2025-06-30,zba_is_31.12.2025.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,1847,2643,2025-06-30,zba_is_31.12.2025.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,2353,3521,2025-06-30,zba_is_31.12.2025.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,202,329,2025-06-30,zba_is_31.12.2025.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,206,348,2025-06-30,zba_is_31.12.2025.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,4,19,2025-06-30,zba_is_31.12.2025.pdf,6,9,INCOME_STATEMENT
Neto të hyrat tjera,37,65,2025-06-30,zba_is_31.12.2025.pdf,80,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,1705,2605,2025-06-30,zba_is_31.12.2025.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,680,962,2025-06-30,zba_is_31.12.2025.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,1847,2001,2025-06-30,zba_is_31.12.2025.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,69,76,2025-06-30,zba_is_31.12.2025.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,1236,962,2025-06-30,zba_is_31.12.2025.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,0,0,2025-06-30,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2025-06-30,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,1236,962,2025-06-30,zba_is_31.12.2025.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2025-06-30,zba_is_31.12.2025.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,1236,962,2025-06-30,zba_is_31.12.2025.pdf,19,9,INCOME_STATEMENT
Pasqyra e të ardhurave me: 30.06.2025,0,0,2025-09-30,zba_is_31.12.2025.pdf,,9,INCOME_STATEMENT
Të hyrat nga interesi,2141,4200,2025-09-30,zba_is_31.12.2025.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,966,1847,2025-09-30,zba_is_31.12.2025.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,1175,2353,2025-09-30,zba_is_31.12.2025.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,87,202,2025-09-30,zba_is_31.12.2025.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,98,206,2025-09-30,zba_is_31.12.2025.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,11,4,2025-09-30,zba_is_31.12.2025.pdf,6,9,INCOME_STATEMENT
Neto të hyrat tjera,18,37,2025-09-30,zba_is_31.12.2025.pdf,80,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,813,1705,2025-09-30,zba_is_31.12.2025.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,370,680,2025-09-30,zba_is_31.12.2025.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,1025,1847,2025-09-30,zba_is_31.12.2025.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,54,69,2025-09-30,zba_is_31.12.2025.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,601,1236,2025-09-30,zba_is_31.12.2025.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,30,0,2025-09-30,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Shpenzimet e tatimit të shtyer,0,0,2025-09-30,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
Fitimi/(humbja) neto,631,1236,2025-09-30,zba_is_31.12.2025.pdf,16,9,INCOME_STATEMENT
Të ardhurat tjera gjithëpërfshirëse,0,0,2025-09-30,zba_is_31.12.2025.pdf,17,9,INCOME_STATEMENT
Gjithsej të ardhurat gjithëpërfshirëse,631,1236,2025-09-30,zba_is_31.12.2025.pdf,19,9,INCOME_STATEMENT
Pasqyra e të ardhurave për tremujorin që përfundon me:,0,0,2025-12-31,zba_is_31.12.2025.pdf,,9,INCOME_STATEMENT
Të hyrat nga interesi,7351,2141,2025-12-31,zba_is_31.12.2025.pdf,1,9,INCOME_STATEMENT
Shpenzimet e interesit,3054,966,2025-12-31,zba_is_31.12.2025.pdf,2,9,INCOME_STATEMENT
Neto të hyrat nga interesi,4297,1175,2025-12-31,zba_is_31.12.2025.pdf,3,9,INCOME_STATEMENT
Të hyrat nga tarifat dhe komisionet,479,87,2025-12-31,zba_is_31.12.2025.pdf,4,9,INCOME_STATEMENT
Shpenzimet e tarifave dhe komisioneve,353,98,2025-12-31,zba_is_31.12.2025.pdf,5,9,INCOME_STATEMENT
Neto të hyrat nga tarifat dhe komisionet,126,11,2025-12-31,zba_is_31.12.2025.pdf,6,9,INCOME_STATEMENT
Neto të hyrat tjera,150,18,2025-12-31,zba_is_31.12.2025.pdf,80,9,INCOME_STATEMENT
Neto të hyrat (shpenzimet) tjera operative,3396,813,2025-12-31,zba_is_31.12.2025.pdf,9,9,INCOME_STATEMENT
Gjithsej të hyrat,1175,370,2025-12-31,zba_is_31.12.2025.pdf,10,9,INCOME_STATEMENT
Provizionet për humbjet nga kreditë,2271,1025,2025-12-31,zba_is_31.12.2025.pdf,12,9,INCOME_STATEMENT
Provizionet tjera,382,54,2025-12-31,zba_is_31.12.2025.pdf,13,9,INCOME_STATEMENT
Fitimi/(humbja) para tatimit,1477,601,2025-12-31,zba_is_31.12.2025.pdf,14,9,INCOME_STATEMENT
Shpenzimet e tatimit në fitim,29,30,2025-12-31,zba_is_31.12.2025.pdf,15,9,INCOME_STATEMENT
